CaseID,Activity,Duration,Timestamp,Duration Float,Time to conclusion,Passed Time,Step,Prefix,Activity Cat
6898188/2020,cexataguafria-aguardandodistribuição,0 days 00:00:00.005000,2020-09-02 15:16:13.847,0.0,14.8452,-0.0,1,cexataguafria-aguardandodistribuição,7
6898188/2020,cexataguafria-distribuído,0 days 00:05:48.485000,2020-09-02 15:22:02.337,0.004,14.8412,0.0003,2,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído",11
6898188/2020,cexatáguafria-aguardandoanálisedoprocesso,1 days 23:01:26.675000,2020-09-04 14:23:29.012,1.9593,12.8819,12.8819,3,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
6898188/2020,cexatáguafria-processoanalisado,12 days 21:09:27.687000,2020-09-17 11:32:56.699,12.8816,0.0003,14.8412,4,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado",91
6898188/2020,cexatáguafria-arquivado,0 days 00:00:25.105000,2020-09-17 11:33:21.804,0.0003,-0.0,14.8452,5,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado,cexatáguafria-arquivado",86
6902070/2020,cexatáguafria-aguardandodistribuição,0 days 00:00:00.005000,2020-09-02 16:06:56.326,0.0,4.7335,0.0,1,cexatáguafria-aguardandodistribuição,82
6902070/2020,cexatáguafria-distribuído,1 days 02:22:45.144000,2020-09-02 16:12:46.207,1.0991,3.6344,0.0003,2,"cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído",87
6902070/2020,cexatáguafria-aguardandoanálisedoprocesso,0 days 02:23:15.837000,2020-09-03 20:52:57.312,0.0995,3.5349,3.5349,3,"cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
6902070/2020,cexatáguafria-providenciado,3 days 12:49:49.963000,2020-09-07 09:42:47.275,3.5346,0.0003,3.6344,4,"cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado",93
6902070/2020,cexatáguafria-arquivado,0 days 00:00:25.847000,2020-09-07 09:43:13.122,0.0003,0.0,4.7335,5,"cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-arquivado",86
6903394/2020,nuatmcentro-aguardandodistribuição,0 days 00:00:00.003000,2020-09-02 16:20:54.434,0.0,436.0555,-0.0,1,nuatmcentro-aguardandodistribuição,214
6903394/2020,nuatmcentro-distribuído,0 days 00:00:55.793000,2020-09-02 16:21:50.230,0.0006,436.0549,0.001,2,"nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído",217
6903394/2020,nuamcentro-aguardandoprovidênciasefaz,15 days 01:25:52.720000,2020-09-17 17:47:42.950,15.0596,420.9953,420.9953,3,"nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoprovidênciasefaz",119
6903394/2020,nuamcentro-providenciado,420 days 23:51:47.618000,2021-11-12 17:39:30.568,420.9943,0.001,436.0549,4,"nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoprovidênciasefaz,nuamcentro-providenciado",129
6903394/2020,nuamcentro-arquivado,0 days 00:01:29.765000,2021-11-12 17:41:00.333,0.001,-0.0,436.0555,5,"nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoprovidênciasefaz,nuamcentro-providenciado,nuamcentro-arquivado",122
6906806/2020,cexataguafria-aguardandodistribuição,0 days 00:00:00.012000,2020-09-02 17:10:45.893,0.0,19.9067,-0.0,1,cexataguafria-aguardandodistribuição,7
6906806/2020,cexataguafria-distribuído,0 days 00:01:14.033000,2020-09-02 17:11:59.938,0.0009,19.9058,0.0017,2,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído",11
6906806/2020,cexatáguafria-aguardandoanálisedoprocesso,1 days 21:11:28.976000,2020-09-04 14:23:28.914,1.883,18.0228,18.0228,3,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
6906806/2020,cexatáguafria-processoanalisado,18 days 00:30:24.698000,2020-09-22 14:53:53.612,18.0211,0.0017,19.9058,4,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado",91
6906806/2020,cexatáguafria-arquivado,0 days 00:02:26.003000,2020-09-22 14:56:19.615,0.0017,-0.0,19.9067,5,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado,cexatáguafria-arquivado",86
6908094/2020,cexatjuazeirodonorte-aguardandodistribuição,0 days 00:00:00.002000,2020-09-02 17:54:58.466,0.0,343.1001,-0.0,1,cexatjuazeirodonorte-aguardandodistribuição,44
6908094/2020,cexatjuazeirodonorte-distribuído,0 days 00:02:19.478000,2020-09-02 17:57:17.946,0.0016,343.0985,0.001,2,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído",46
6908094/2020,nuatmjuazeirodonorte-aguardandoanálisedoprocesso,0 days 18:16:53.577000,2020-09-03 12:14:11.523,0.7617,342.3368,299.4353,3,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmjuazeirodonorte-aguardandoanálisedoprocesso",251
6908094/2020,nuatmjuazeirodonorte-processoanalisado,42 days 08:37:47.717000,2020-10-15 20:51:59.240,42.3596,299.9772,299.4369,4,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmjuazeirodonorte-aguardandoanálisedoprocesso,nuatmjuazeirodonorte-processoanalisado",257
6908094/2020,nuatmjuazeirodonorte-aguardandoprovidênciasefaz,0 days 12:52:21.197000,2020-10-15 20:52:49.659,0.5364,299.4408,299.4408,5,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmjuazeirodonorte-aguardandoanálisedoprocesso,nuatmjuazeirodonorte-processoanalisado,nuatmjuazeirodonorte-aguardandoprovidênciasefaz",254
6908094/2020,nuatmjuazeirodonorte-aguardandociênciadosolicitante,0 days 00:05:40.496000,2020-10-16 09:50:00.933,0.0039,299.4369,299.9772,6,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmjuazeirodonorte-aguardandoanálisedoprocesso,nuatmjuazeirodonorte-processoanalisado,nuatmjuazeirodonorte-aguardandoprovidênciasefaz,nuatmjuazeirodonorte-aguardandociênciadosolicitante",252
6908094/2020,nuatmjuazeirodonorte-solicitanteciente,0 days 00:02:15.368000,2020-10-16 09:52:16.301,0.0016,299.4353,342.3368,7,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmjuazeirodonorte-aguardandoanálisedoprocesso,nuatmjuazeirodonorte-processoanalisado,nuatmjuazeirodonorte-aguardandoprovidênciasefaz,nuatmjuazeirodonorte-aguardandociênciadosolicitante,nuatmjuazeirodonorte-solicitanteciente",261
6908094/2020,nuatmjuazeirodonorte-redirecionado,299 days 10:25:25.287000,2021-08-11 20:17:41.588,299.4343,0.001,343.0985,8,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmjuazeirodonorte-aguardandoanálisedoprocesso,nuatmjuazeirodonorte-processoanalisado,nuatmjuazeirodonorte-aguardandoprovidênciasefaz,nuatmjuazeirodonorte-aguardandociênciadosolicitante,nuatmjuazeirodonorte-solicitanteciente,nuatmjuazeirodonorte-redirecionado",260
6908094/2020,nuatmjuazeirodonorte-arquivado,0 days 00:01:28.879000,2021-08-11 20:19:10.467,0.001,-0.0,343.1001,9,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmjuazeirodonorte-aguardandoanálisedoprocesso,nuatmjuazeirodonorte-processoanalisado,nuatmjuazeirodonorte-aguardandoprovidênciasefaz,nuatmjuazeirodonorte-aguardandociênciadosolicitante,nuatmjuazeirodonorte-solicitanteciente,nuatmjuazeirodonorte-redirecionado,nuatmjuazeirodonorte-arquivado",255
6908310/2020,cexataguafria-aguardandodistribuição,0 days 00:00:00.004000,2020-09-02 18:22:43.944,0.0,15.7192,0.0,1,cexataguafria-aguardandodistribuição,7
6908310/2020,cexataguafria-distribuído,0 days 00:04:47.294000,2020-09-02 18:27:31.242,0.0033,15.7159,0.0004,2,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído",11
6908310/2020,cexatáguafria-aguardandoanálisedoprocesso,1 days 19:56:31.839000,2020-09-04 14:24:03.081,1.8309,13.885,13.885,3,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
6908310/2020,cexatáguafria-providenciado,13 days 21:13:45.139000,2020-09-18 11:37:48.220,13.8846,0.0004,15.7159,4,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado",93
6908310/2020,cexatáguafria-arquivado,0 days 00:00:33.775000,2020-09-18 11:38:21.995,0.0004,0.0,15.7192,5,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-arquivado",86
6908507/2020,cexatcaucaia-aguardandodistribuição,0 days 00:00:00.003000,2020-09-02 19:29:48.020,0.0,25.5618,0.0,1,cexatcaucaia-aguardandodistribuição,20
6908507/2020,cexatcaucaia-distribuído,0 days 00:02:05.587000,2020-09-02 19:31:53.610,0.0015,25.5603,0.0003,2,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído",21
6908507/2020,nuatmcaucaia-aguardandoanálisedoprocesso,0 days 14:07:19.830000,2020-09-03 09:39:13.440,0.5884,24.9719,5.7257,3,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso",202
6908507/2020,nuatmcaucaia-redirecionado,19 days 00:25:25.976000,2020-09-22 10:04:39.416,19.0177,5.9542,5.7258,4,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado",210
6908507/2020,cexataguafria-aguardandoprovidênciasefaz,0 days 00:09:23.055000,2020-09-22 10:14:02.471,0.0065,5.9477,5.7263,5,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado,cexataguafria-aguardandoprovidênciasefaz",8
6908507/2020,cexataguafria-redirecionado,0 days 05:18:42.507000,2020-09-22 15:32:44.978,0.2213,5.7264,5.7264,6,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado",15
6908507/2020,cexataguafria-aguardandoprovidênciasefaz,0 days 00:00:10.776000,2020-09-22 15:32:55.754,0.0001,5.7263,5.9477,7,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoprovidênciasefaz",8
6908507/2020,cexataguafria-redirecionado,0 days 00:00:42.350000,2020-09-22 15:33:13.248,0.0005,5.7258,5.9542,8,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado",15
6908507/2020,cexataguafria-aguardandoanálisedoprocesso,0 days 00:00:05.975000,2020-09-22 15:33:44.079,0.0001,5.7257,24.9719,9,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoanálisedoprocesso",3
6908507/2020,cexataguafria-processoanalisado,5 days 17:24:30.850000,2020-09-28 08:58:14.929,5.7254,0.0003,25.5603,10,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoanálisedoprocesso,cexataguafria-processoanalisado",12
6908507/2020,cexataguafria-arquivado,0 days 00:00:26.954000,2020-09-28 08:58:41.883,0.0003,0.0,25.5618,11,"cexatcaucaia-aguardandodistribuição,cexatcaucaia-distribuído,nuatmcaucaia-aguardandoanálisedoprocesso,nuatmcaucaia-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoprovidênciasefaz,cexataguafria-redirecionado,cexataguafria-aguardandoanálisedoprocesso,cexataguafria-processoanalisado,cexataguafria-arquivado",10
6927943/2020,cexataguafria-aguardandodistribuição,0 days 00:00:00.002000,2020-09-03 11:01:35.268,0.0,55.8674,-0.0,1,cexataguafria-aguardandodistribuição,7
6927943/2020,cexataguafria-distribuído,0 days 00:04:30.458000,2020-09-03 11:06:05.728,0.0031,55.8643,0.0009,2,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído",11
6927943/2020,cexatáguafria-aguardandoanálisedoprocesso,1 days 03:15:48.626000,2020-09-04 14:21:54.354,1.136,54.7283,54.7283,3,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
6927943/2020,cexatáguafria-processoanalisado,54 days 17:27:23.755000,2020-10-29 07:49:18.109,54.7274,0.0009,55.8643,4,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado",91
6927943/2020,cexatáguafria-arquivado,0 days 00:01:18.595000,2020-10-29 07:50:36.704,0.0009,-0.0,55.8674,5,"cexataguafria-aguardandodistribuição,cexataguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado,cexatáguafria-arquivado",86
6940885/2020,cexatcentro-aguardandodistribuição,0 days 00:00:00.003000,2020-09-03 14:53:57.885,0.0,46.042,0.0,1,cexatcentro-aguardandodistribuição,27
6940885/2020,cexatcentro-distribuído,0 days 00:02:10.631000,2020-09-03 14:56:08.519,0.0015,46.0405,12.1326,2,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído",31
6940885/2020,nuamcentro-aguardandoanálisedoprocesso,0 days 05:14:41.205000,2020-09-03 20:10:49.724,0.2185,45.822,13.0027,3,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso",112
6940885/2020,nuamcentro-processoanalisado,32 days 19:37:22.787000,2020-10-06 15:48:12.511,32.8176,13.0044,13.0044,4,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado",127
6940885/2020,nuamcentro-aguardandociênciadosolicitante,0 days 00:02:24.932000,2020-10-06 15:50:37.443,0.0017,13.0027,45.822,5,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante",113
6940885/2020,nuamcentro-solicitanteciente,0 days 20:52:55.367000,2020-10-07 12:43:32.810,0.8701,12.1326,46.0405,6,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante,nuamcentro-solicitanteciente",131
6940885/2020,nuamcentro-arquivado,12 days 03:10:56.204000,2020-10-19 15:54:29.014,12.1326,0.0,46.042,7,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante,nuamcentro-solicitanteciente,nuamcentro-arquivado",122
6944066/2020,cexataguafria-aguardandodistribuição,0 days 00:00:00.005000,2020-09-03 15:43:11.313,0.0,47.279,0.0,1,cexataguafria-aguardandodistribuição,7
6944066/2020,cexatáguafria-aguardandoanálisedoprocesso,12 days 08:27:06.683000,2020-09-16 00:10:18.001,12.3522,34.9268,0.0007,2,"cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso",78
6944066/2020,cexatáguafria-processoanalisado,34 days 22:13:33.113000,2020-10-20 22:23:51.114,34.9261,0.0007,34.9268,3,"cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado",91
6944066/2020,cexatáguafria-arquivado,0 days 00:00:59.142000,2020-10-20 22:24:50.256,0.0007,0.0,47.279,4,"cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-processoanalisado,cexatáguafria-arquivado",86
6945011/2020,cexataguafria-aguardandodistribuição,0 days 00:00:00.010000,2020-09-03 15:53:04.244,0.0,7.547,0.0,1,cexataguafria-aguardandodistribuição,7
6945011/2020,cexatáguafria-aguardandodistribuição,5 days 23:32:27.614000,2020-09-09 15:25:31.868,5.9809,1.5661,0.0025,2,"cexataguafria-aguardandodistribuição,cexatáguafria-aguardandodistribuição",82
6945011/2020,cexatáguafria-aguardandoanálisedoprocesso,1 days 03:50:00.869000,2020-09-10 19:15:32.737,1.1597,0.4064,0.4064,3,"cexataguafria-aguardandodistribuição,cexatáguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso",78
6945011/2020,cexatáguafria-redirecionado,0 days 09:41:37.581000,2020-09-11 04:56:57.244,0.4039,0.0025,1.5661,4,"cexataguafria-aguardandodistribuição,cexatáguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-redirecionado",94
6945011/2020,cexatáguafria-arquivado,0 days 00:03:38.983000,2020-09-11 05:00:49.301,0.0025,0.0,7.547,5,"cexataguafria-aguardandodistribuição,cexatáguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-redirecionado,cexatáguafria-arquivado",86
6958717/2020,cexatjuazeirodonorte-aguardandodistribuição,0 days 00:00:00.002000,2020-09-04 07:57:54.061,0.0,355.2793,0.0,1,cexatjuazeirodonorte-aguardandodistribuição,44
6958717/2020,cexatjuazeirodonorte-distribuído,0 days 00:03:09.730000,2020-09-04 08:01:03.793,0.0022,355.2771,81.8297,2,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído",46
6958717/2020,nuatmcrato-aguardandoanálisedoprocesso,0 days 10:02:33.957000,2020-09-04 18:03:37.750,0.4184,354.8587,81.8299,3,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmcrato-aguardandoanálisedoprocesso",224
6958717/2020,nuatmcrato-redirecionado,48 days 17:14:44.489000,2020-10-23 11:17:53.316,48.7186,306.1401,306.1401,4,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmcrato-aguardandoanálisedoprocesso,nuatmcrato-redirecionado",235
6958717/2020,nuatmcrato-aguardandoanálisedoprocesso,224 days 07:26:43.170000,2021-06-04 18:45:05.409,224.3102,81.8299,354.8587,5,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmcrato-aguardandoanálisedoprocesso,nuatmcrato-redirecionado,nuatmcrato-aguardandoanálisedoprocesso",224
6958717/2020,nuatmcrato-processoanalisado,0 days 00:00:18.616000,2021-06-04 18:45:24.025,0.0002,81.8297,355.2771,6,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmcrato-aguardandoanálisedoprocesso,nuatmcrato-redirecionado,nuatmcrato-aguardandoanálisedoprocesso,nuatmcrato-processoanalisado",232
6958717/2020,nuatmcrato-arquivado,81 days 19:54:47.562000,2021-08-25 14:40:11.587,81.8297,0.0,355.2793,7,"cexatjuazeirodonorte-aguardandodistribuição,cexatjuazeirodonorte-distribuído,nuatmcrato-aguardandoanálisedoprocesso,nuatmcrato-redirecionado,nuatmcrato-aguardandoanálisedoprocesso,nuatmcrato-processoanalisado,nuatmcrato-arquivado",229
6965934/2020,cexatiguatu-aguardandodistribuição,0 days 00:00:00.003000,2020-09-04 09:55:13.174,0.0,32.0505,-0.0,1,cexatiguatu-aguardandodistribuição,37
6965934/2020,cexatiguatu-distribuído,0 days 00:00:56.932000,2020-09-04 09:56:10.109,0.0007,32.0498,0.0004,2,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído",40
6965934/2020,nuatmiguatu-aguardandoanálisedoprocesso,0 days 04:47:43.896000,2020-09-04 14:43:54.005,0.1998,31.85,0.0901,3,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso",238
6965934/2020,nuatmiguatu-processoanalisado,3 days 19:06:00.503000,2020-09-08 09:49:54.508,3.7958,28.0542,6.6679,4,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado",245
6965934/2020,nuatmiguatu-aguardandociênciadosolicitante,0 days 00:00:16.818000,2020-09-08 09:50:11.326,0.0002,28.054,8.0161,5,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante",239
6965934/2020,nuatmiguatu-solicitanteciente,2 days 02:21:00.441000,2020-09-10 12:11:11.767,2.0979,25.9561,8.0163,6,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente",249
6965934/2020,nuatmiguatu-redirecionado,17 days 22:33:17.782000,2020-09-28 10:44:29.549,17.9398,8.0163,25.9561,7,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado",248
6965934/2020,nuatmiguatu-aguardandociênciadosolicitante,0 days 00:00:15.934000,2020-09-28 10:44:45.483,0.0002,8.0161,28.054,8,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante",239
6965934/2020,nuatmiguatu-solicitanteciente,1 days 08:21:25.447000,2020-09-29 19:06:10.930,1.3482,6.6679,28.0542,9,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente",249
6965934/2020,nuatmiguatu-aguardandociênciadosolicitante,6 days 13:52:02.567000,2020-10-06 08:58:13.497,6.5778,0.0901,31.85,10,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-aguardandociênciadosolicitante",239
6965934/2020,nuatmiguatu-solicitanteciente,0 days 02:09:11.091000,2020-10-06 11:07:24.588,0.0897,0.0004,32.0498,11,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente",249
6965934/2020,nuatmiguatu-arquivado,0 days 00:00:36.916000,2020-10-06 11:08:01.504,0.0004,-0.0,32.0505,12,"cexatiguatu-aguardandodistribuição,cexatiguatu-distribuído,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-arquivado",243
6971721/2020,cexatcentro-aguardandodistribuição,0 days 00:00:00.007000,2020-09-04 11:00:07.007,0.0,281.9652,0.0,1,cexatcentro-aguardandodistribuição,27
6971721/2020,cexatcentro-distribuído,0 days 00:01:20.257000,2020-09-04 11:01:27.271,0.0009,281.9643,127.9833,2,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído",31
6971721/2020,nuamcentro-aguardandoanálisedoprocesso,10 days 06:28:55.505000,2020-09-14 17:30:22.776,10.2701,271.6942,128.9677,3,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso",112
6971721/2020,nuamcentro-processoanalisado,41 days 00:58:31.367000,2020-10-25 18:28:54.143,41.0406,230.6536,128.9685,4,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado",127
6971721/2020,nuamcentro-aguardandoelaboraçãodedocumento,0 days 00:01:55.727000,2020-10-25 18:30:49.870,0.0013,230.6523,128.9734,5,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandoelaboraçãodedocumento",117
6971721/2020,nuamcentro-documentoelaborado,0 days 00:06:38.104000,2020-10-25 18:37:27.974,0.0046,230.6477,128.9741,6,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandoelaboraçãodedocumento,nuamcentro-documentoelaborado",124
6971721/2020,nuamcentro-aguardandociênciadosolicitante,0 days 00:00:57.626000,2020-10-25 18:38:25.600,0.0007,230.647,129.0256,7,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandoelaboraçãodedocumento,nuamcentro-documentoelaborado,nuamcentro-aguardandociênciadosolicitante",113
6971721/2020,nuamcentro-solicitanteciente,0 days 15:02:51.014000,2020-10-26 09:41:16.614,0.627,230.02,230.02,8,"cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandoelaboraçãodedocumento,nuamcentro-documentoelaborado,nuamcentro-aguardandociênciadosolicitante,nuamcentro-solicitanteciente",131
