CaseID,Activity,Duration,Timestamp,Duration Float,Time to conclusion,Passed Time,Step,Prefix,Activity Cat
360994/2021,nuatmsobral-solicitanteciente,107 days 06:42:32.175000,2021-10-25 16:43:11.630,107.2795,15.6117,301.8652,11,"cexatsobral-protocolizado,cexatsobral-aguardandodistribuição,cexatsobral-distribuído,nuatmsobral-aguardandoanálisedoprocesso,nuatmsobral-processoanalisado,nuatmsobral-aguardandociênciadosolicitante,nuatmsobral-solicitanteciente,nuatmsobral-aguardandociênciadosolicitante,nuatmsobral-solicitantenãociente,nuatmsobral-aguardandociênciadosolicitante,nuatmsobral-solicitanteciente",309
360994/2021,nuatmsobral-arquivado,15 days 14:40:55.183000,2021-11-10 07:24:06.813,15.6117,-0.0,301.8652,12,"cexatsobral-protocolizado,cexatsobral-aguardandodistribuição,cexatsobral-distribuído,nuatmsobral-aguardandoanálisedoprocesso,nuatmsobral-processoanalisado,nuatmsobral-aguardandociênciadosolicitante,nuatmsobral-solicitanteciente,nuatmsobral-aguardandociênciadosolicitante,nuatmsobral-solicitantenãociente,nuatmsobral-aguardandociênciadosolicitante,nuatmsobral-solicitanteciente,nuatmsobral-arquivado",303
378575/2021,cexataguafria-protocolizado,0 days 00:00:00,2021-01-12 14:47:43.109,0.0,9.8247,-0.0,1,cexataguafria-protocolizado,13
378575/2021,cexataguafria-aguardandodistribuição,0 days 00:00:00.004000,2021-01-12 14:47:43.113,0.0,9.8247,0.0891,2,"cexataguafria-protocolizado,cexataguafria-aguardandodistribuição",7
378575/2021,cexatáguafria-aguardandoanálisedoprocesso,2 days 02:06:01.756000,2021-01-14 16:53:44.869,2.0875,7.7372,0.5846,3,"cexataguafria-protocolizado,cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso",78
378575/2021,cexatáguafria-providenciado,7 days 03:39:32.509000,2021-01-21 20:33:17.378,7.1525,0.5847,0.5847,4,"cexataguafria-protocolizado,cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado",93
378575/2021,cexatáguafria-aguardandociênciadosolicitante,0 days 00:00:10.297000,2021-01-21 20:33:27.675,0.0001,0.5846,7.7372,5,"cexataguafria-protocolizado,cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-aguardandociênciadosolicitante",81
378575/2021,cexatáguafria-solicitanteciente,0 days 11:53:35.358000,2021-01-22 08:27:03.033,0.4955,0.0891,9.8247,6,"cexataguafria-protocolizado,cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-aguardandociênciadosolicitante,cexatáguafria-solicitanteciente",95
378575/2021,cexatáguafria-arquivado,0 days 02:08:20.884000,2021-01-22 10:35:23.917,0.0891,-0.0,9.8247,7,"cexataguafria-protocolizado,cexataguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-aguardandociênciadosolicitante,cexatáguafria-solicitanteciente,cexatáguafria-arquivado",86
386160/2021,cexatáguafria-protocolizado,0 days 00:00:00,2021-01-12 16:28:12.416,0.0,93.6563,0.0,1,cexatáguafria-protocolizado,92
386160/2021,cexatáguafria-aguardandodistribuição,0 days 00:00:00.009000,2021-01-12 16:28:12.425,0.0,93.6563,0.0002,2,"cexatáguafria-protocolizado,cexatáguafria-aguardandodistribuição",82
386160/2021,cexatáguafria-distribuído,0 days 01:31:03.212000,2021-01-12 17:59:15.637,0.0632,93.5931,92.4516,3,"cexatáguafria-protocolizado,cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído",87
386160/2021,cexatáguafria-aguardandoanálisedoprocesso,1 days 03:23:47.126000,2021-01-13 21:23:02.763,1.1415,92.4516,93.5931,4,"cexatáguafria-protocolizado,cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
386160/2021,cexatáguafria-providenciado,92 days 10:49:59.575000,2021-04-16 08:13:02.338,92.4514,0.0002,93.6563,5,"cexatáguafria-protocolizado,cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado",93
386160/2021,cexatáguafria-arquivado,0 days 00:00:19.328000,2021-04-16 08:13:21.666,0.0002,0.0,93.6563,6,"cexatáguafria-protocolizado,cexatáguafria-aguardandodistribuição,cexatáguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-arquivado",86
417228/2021,nuatmiguatu-protocolizado,0 days 00:00:00,2021-01-13 11:44:38.104,0.0,21.8654,0.0,1,nuatmiguatu-protocolizado,246
417228/2021,nuatmiguatu-aguardandodistribuição,0 days 00:00:00.001000,2021-01-13 11:44:38.105,0.0,21.8654,0.0001,2,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição",240
417228/2021,nuatmiguatu-distribuído,0 days 04:00:06.042000,2021-01-13 15:44:44.147,0.1667,21.6987,0.0014,3,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído",244
417228/2021,cexatiguatu-aguardandoanálisedoprocesso,8 days 16:25:53.417000,2021-01-22 08:10:37.564,8.6846,13.0141,0.0016,4,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso",36
417228/2021,cexatiguatu-redirecionado,3 days 23:56:33.986000,2021-01-26 08:07:11.550,3.9976,9.0165,5.7438,5,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado",43
417228/2021,nuatmiguatu-aguardandoanálisedoprocesso,0 days 00:00:17.846000,2021-01-26 08:07:29.396,0.0002,9.0163,5.7512,6,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso",238
417228/2021,nuatmiguatu-redirecionado,0 days 00:00:50.206000,2021-01-26 08:08:13.159,0.0006,9.0157,5.7514,7,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado",248
417228/2021,nuatmiguatu-processoanalisado,3 days 01:34:01.346000,2021-01-29 09:42:20.948,3.0653,5.9504,5.8994,8,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado",245
417228/2021,nuatmiguatu-aguardandociênciadosolicitante,0 days 00:00:34.411000,2021-01-29 09:42:55.359,0.0004,5.95,5.95,9,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante",239
417228/2021,nuatmiguatu-solicitanteciente,0 days 01:12:54.324000,2021-01-29 10:55:49.683,0.0506,5.8994,5.9504,10,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente",249
417228/2021,nuatmiguatu-redirecionado,0 days 03:33:08.449000,2021-01-29 14:28:58.132,0.148,5.7514,9.0157,11,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado",248
417228/2021,nuatmiguatu-aguardandociênciadosolicitante,0 days 00:00:15.231000,2021-01-29 14:29:13.363,0.0002,5.7512,9.0163,12,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante",239
417228/2021,nuatmiguatu-solicitanteciente,0 days 00:10:37.645000,2021-01-29 14:39:51.006,0.0074,5.7438,9.0165,13,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente",249
417228/2021,nuatmiguatu-solicitantenãociente,5 days 17:48:47.810000,2021-02-04 08:28:38.818,5.7422,0.0016,13.0141,14,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-solicitantenãociente",250
417228/2021,nuatmiguatu-aguardandociênciadosolicitante,0 days 00:00:13.095000,2021-02-04 08:28:51.913,0.0002,0.0014,21.6987,15,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-solicitantenãociente,nuatmiguatu-aguardandociênciadosolicitante",239
417228/2021,nuatmiguatu-redirecionado,0 days 00:01:48.927000,2021-02-04 08:30:40.840,0.0013,0.0001,21.8654,16,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-solicitantenãociente,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-redirecionado",248
417228/2021,nuatmiguatu-arquivado,0 days 00:00:12.831000,2021-02-04 08:30:53.671,0.0001,0.0,21.8654,17,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-processoanalisado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-redirecionado,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-solicitanteciente,nuatmiguatu-solicitantenãociente,nuatmiguatu-aguardandociênciadosolicitante,nuatmiguatu-redirecionado,nuatmiguatu-arquivado",243
417600/2021,nuatmiguatu-protocolizado,0 days 00:00:00,2021-01-13 11:49:59.500,0.0,13.186,0.0,1,nuatmiguatu-protocolizado,246
417600/2021,nuatmiguatu-aguardandodistribuição,0 days 00:00:00.005000,2021-01-13 11:49:59.505,0.0,13.186,0.0003,2,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição",240
417600/2021,nuatmiguatu-distribuído,0 days 02:34:50.616000,2021-01-13 14:24:50.121,0.1075,13.0785,0.3411,3,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído",244
417600/2021,cexatiguatu-aguardandoanálisedoprocesso,8 days 17:45:06.466000,2021-01-22 08:09:56.587,8.7397,4.3388,0.3413,4,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso",36
417600/2021,cexatiguatu-redirecionado,3 days 23:56:26.880000,2021-01-26 08:06:23.467,3.9975,0.3413,4.3388,5,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado",43
417600/2021,nuatmiguatu-aguardandoanálisedoprocesso,0 days 00:00:18.092000,2021-01-26 08:06:41.559,0.0002,0.3411,13.0785,6,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso",238
417600/2021,nuatmiguatu-redirecionado,0 days 08:10:48.665000,2021-01-26 16:17:30.224,0.3408,0.0003,13.186,7,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado",248
417600/2021,nuatmiguatu-arquivado,0 days 00:00:24.777000,2021-01-26 16:17:55.001,0.0003,0.0,13.186,8,"nuatmiguatu-protocolizado,nuatmiguatu-aguardandodistribuição,nuatmiguatu-distribuído,cexatiguatu-aguardandoanálisedoprocesso,cexatiguatu-redirecionado,nuatmiguatu-aguardandoanálisedoprocesso,nuatmiguatu-redirecionado,nuatmiguatu-arquivado",243
418690/2021,nuatmcentro-protocolizado,0 days 00:00:00,2021-01-13 12:19:36.140,0.0,26.1086,-0.0,1,nuatmcentro-protocolizado,218
418690/2021,nuatmcentro-aguardandodistribuição,0 days 00:00:00.011000,2021-01-13 12:19:36.151,0.0,26.1086,5.9856,2,"nuatmcentro-protocolizado,nuatmcentro-aguardandodistribuição",214
418690/2021,nuatmcentro-distribuído,1 days 02:45:58.774000,2021-01-14 15:05:34.925,1.1153,24.9933,12.1548,3,"nuatmcentro-protocolizado,nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído",217
418690/2021,nuamcentro-aguardandoanálisedoprocesso,0 days 00:00:20.138000,2021-01-14 15:05:55.063,0.0002,24.9931,12.1549,4,"nuatmcentro-protocolizado,nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso",112
418690/2021,nuamcentro-processoanalisado,12 days 20:07:03.930000,2021-01-27 11:12:58.993,12.8382,12.1549,24.9931,5,"nuatmcentro-protocolizado,nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado",127
418690/2021,nuamcentro-aguardandociênciadosolicitante,0 days 00:00:10.863000,2021-01-27 11:13:09.856,0.0001,12.1548,24.9933,6,"nuatmcentro-protocolizado,nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante",113
418690/2021,nuamcentro-solicitanteciente,6 days 04:03:39.300000,2021-02-02 15:16:49.156,6.1692,5.9856,26.1086,7,"nuatmcentro-protocolizado,nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante,nuamcentro-solicitanteciente",131
418690/2021,nuamcentro-arquivado,5 days 23:39:16.025000,2021-02-08 14:56:05.181,5.9856,-0.0,26.1086,8,"nuatmcentro-protocolizado,nuatmcentro-aguardandodistribuição,nuatmcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-processoanalisado,nuamcentro-aguardandociênciadosolicitante,nuamcentro-solicitanteciente,nuamcentro-arquivado",122
423937/2021,nuamaguafria-protocolizado,0 days 00:00:00,2021-01-13 14:29:09.660,0.0,29.7636,-0.0,1,nuamaguafria-protocolizado,105
423937/2021,nuamaguafria-aguardandodistribuição,0 days 00:00:00.011000,2021-01-13 14:29:09.671,0.0,29.7636,0.0003,2,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição",101
423937/2021,nuamaguafria-distribuído,3 days 03:09:23.936000,2021-01-16 17:38:33.607,3.1315,26.6321,24.7377,3,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído",103
423937/2021,cexatáguafria-aguardandoanálisedoprocesso,1 days 21:28:00.400000,2021-01-18 15:06:34.007,1.8944,24.7377,26.6321,4,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
423937/2021,cexatáguafria-providenciado,24 days 17:41:48.464000,2021-02-12 08:48:22.471,24.7374,0.0003,29.7636,5,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado",93
423937/2021,cexatáguafria-arquivado,0 days 00:00:27.233000,2021-02-12 08:48:49.704,0.0003,-0.0,29.7636,6,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-arquivado",86
424631/2021,nuamaguafria-protocolizado,0 days 00:00:00,2021-01-13 14:38:30.084,0.0,26.0705,0.0,1,nuamaguafria-protocolizado,105
424631/2021,nuamaguafria-aguardandodistribuição,0 days 00:00:00.004000,2021-01-13 14:38:30.088,0.0,26.0705,0.0905,2,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição",101
424631/2021,cexatáguafria-aguardandoanálisedoprocesso,12 days 14:59:24.415000,2021-01-26 05:37:54.503,12.6246,13.4459,0.1666,3,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso",78
424631/2021,cexatáguafria-providenciado,13 days 06:41:56.766000,2021-02-08 12:19:51.269,13.2791,0.1668,0.1668,4,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado",93
424631/2021,cexatáguafria-aguardandociênciadosolicitante,0 days 00:00:14.548000,2021-02-08 12:20:05.817,0.0002,0.1666,13.4459,5,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-aguardandociênciadosolicitante",81
424631/2021,cexatáguafria-solicitanteciente,0 days 01:49:34.401000,2021-02-08 14:09:40.218,0.0761,0.0905,26.0705,6,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-aguardandociênciadosolicitante,cexatáguafria-solicitanteciente",95
424631/2021,cexatáguafria-arquivado,0 days 02:10:17.137000,2021-02-08 16:19:57.355,0.0905,0.0,26.0705,7,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-aguardandociênciadosolicitante,cexatáguafria-solicitanteciente,cexatáguafria-arquivado",86
425336/2021,nuamaguafria-protocolizado,0 days 00:00:00,2021-01-13 14:49:08.705,0.0,29.7531,-0.0,1,nuamaguafria-protocolizado,105
425336/2021,nuamaguafria-aguardandodistribuição,0 days 00:00:00.006000,2021-01-13 14:49:08.711,0.0,29.7531,0.0002,2,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição",101
425336/2021,nuamaguafria-distribuído,3 days 01:56:23.033000,2021-01-16 16:45:31.744,3.0808,26.6723,24.7421,3,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído",103
425336/2021,cexatáguafria-aguardandoanálisedoprocesso,1 days 22:19:30.402000,2021-01-18 15:05:02.146,1.9302,24.7421,26.6723,4,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso",78
425336/2021,cexatáguafria-providenciado,24 days 17:48:16.868000,2021-02-12 08:53:19.014,24.7419,0.0002,29.7531,5,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado",93
425336/2021,cexatáguafria-arquivado,0 days 00:00:15.771000,2021-02-12 08:53:34.785,0.0002,-0.0,29.7531,6,"nuamaguafria-protocolizado,nuamaguafria-aguardandodistribuição,nuamaguafria-distribuído,cexatáguafria-aguardandoanálisedoprocesso,cexatáguafria-providenciado,cexatáguafria-arquivado",86
432405/2021,nuatmcrato-protocolizado,0 days 00:00:00,2021-01-13 16:21:09.097,0.0,84.7825,0.0,1,nuatmcrato-protocolizado,233
432405/2021,nuatmcrato-aguardandodistribuição,0 days 00:00:00.002000,2021-01-13 16:21:09.099,0.0,84.7825,0.5578,2,"nuatmcrato-protocolizado,nuatmcrato-aguardandodistribuição",227
432405/2021,nuatmcrato-distribuído,84 days 01:44:32.696000,2021-02-02 11:12:39.202,84.0726,0.7099,0.709,3,"nuatmcrato-protocolizado,nuatmcrato-aguardandodistribuição,nuatmcrato-distribuído",231
432405/2021,nuatbrejosanto-aguardandoanálisedoprocesso,0 days 00:01:21.421000,2021-04-07 18:07:03.216,0.0009,0.709,0.7099,4,"nuatmcrato-protocolizado,nuatmcrato-aguardandodistribuição,nuatmcrato-distribuído,nuatbrejosanto-aguardandoanálisedoprocesso",161
432405/2021,nuatbrejosanto-processoanalisado,0 days 03:37:42.763000,2021-04-07 21:44:45.979,0.1512,0.5578,84.7825,5,"nuatmcrato-protocolizado,nuatmcrato-aguardandodistribuição,nuatmcrato-distribuído,nuatbrejosanto-aguardandoanálisedoprocesso,nuatbrejosanto-processoanalisado",166
432405/2021,nuatbrejosanto-arquivado,0 days 13:23:16.828000,2021-04-08 11:08:02.807,0.5578,0.0,84.7825,6,"nuatmcrato-protocolizado,nuatmcrato-aguardandodistribuição,nuatmcrato-distribuído,nuatbrejosanto-aguardandoanálisedoprocesso,nuatbrejosanto-processoanalisado,nuatbrejosanto-arquivado",164
450586/2021,cexatparangaba-protocolizado,0 days 00:00:00,2021-01-14 08:39:24.281,0.0,11.1309,0.0,1,cexatparangaba-protocolizado,65
450586/2021,cexatparangaba-aguardandodistribuição,0 days 00:00:00.010000,2021-01-14 08:39:24.291,0.0,11.1309,10.726,2,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição",61
450586/2021,nuatmparangaba-aguardandoprovidênciasefaz,0 days 09:43:03.868000,2021-01-14 18:22:28.159,0.4049,10.726,11.1309,3,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição,nuatmparangaba-aguardandoprovidênciasefaz",277
450586/2021,nuatmparangaba-arquivado,10 days 17:25:28.319000,2021-01-25 11:47:56.478,10.726,0.0,11.1309,4,"cexatparangaba-protocolizado,cexatparangaba-aguardandodistribuição,nuatmparangaba-aguardandoprovidênciasefaz,nuatmparangaba-arquivado",279
466954/2021,nuattaua-protocolizado,0 days 00:00:00,2021-01-14 12:28:20.495,0.0,24.8686,0.0,1,nuattaua-protocolizado,327
466954/2021,nuattaua-aguardandodistribuição,0 days 00:00:00.005000,2021-01-14 12:28:20.500,0.0,24.8686,2.6387,2,"nuattaua-protocolizado,nuattaua-aguardandodistribuição",324
466954/2021,nuattaua-distribuído,11 days 20:44:52.180000,2021-01-26 09:13:12.680,11.8645,13.0041,2.9497,3,"nuattaua-protocolizado,nuattaua-aguardandodistribuição,nuattaua-distribuído",326
466954/2021,nuattaua-aguardandociênciadosolicitante,10 days 01:18:19.719000,2021-02-05 10:31:32.399,10.0544,2.9497,13.0041,4,"nuattaua-protocolizado,nuattaua-aguardandodistribuição,nuattaua-distribuído,nuattaua-aguardandociênciadosolicitante",323
466954/2021,nuattaua-solicitanteciente,0 days 07:27:50.646000,2021-02-05 17:59:23.045,0.311,2.6387,24.8686,5,"nuattaua-protocolizado,nuattaua-aguardandodistribuição,nuattaua-distribuído,nuattaua-aguardandociênciadosolicitante,nuattaua-solicitanteciente",328
466954/2021,nuattaua-arquivado,2 days 15:19:40.953000,2021-02-08 09:19:03.998,2.6387,0.0,24.8686,6,"nuattaua-protocolizado,nuattaua-aguardandodistribuição,nuattaua-distribuído,nuattaua-aguardandociênciadosolicitante,nuattaua-solicitanteciente,nuattaua-arquivado",325
467985/2021,cexatcentro-protocolizado,0 days 00:00:00,2021-01-14 13:14:40.717,0.0,3.8719,-0.0,1,cexatcentro-protocolizado,32
467985/2021,cexatcentro-aguardandodistribuição,0 days 00:00:00.026000,2021-01-14 13:14:40.743,0.0,3.8719,0.0003,2,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição",27
467985/2021,cexatcentro-distribuído,0 days 01:01:16.099000,2021-01-14 14:15:56.842,0.0425,3.8294,0.0446,3,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído",31
467985/2021,nuamcentro-aguardandoanálisedoprocesso,0 days 01:13:25.616000,2021-01-14 15:29:22.458,0.051,3.7784,3.7784,4,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso",112
467985/2021,nuamcentro-redirecionado,3 days 17:36:41.303000,2021-01-18 09:05:55.280,3.7338,0.0446,3.8294,5,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-redirecionado",130
467985/2021,nuamcentro-processoanalisado,0 days 01:03:50.378000,2021-01-18 10:09:54.139,0.0443,0.0003,3.8719,6,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-redirecionado,nuamcentro-processoanalisado",127
467985/2021,nuamcentro-arquivado,0 days 00:00:23.512000,2021-01-18 10:10:17.651,0.0003,-0.0,3.8719,7,"cexatcentro-protocolizado,cexatcentro-aguardandodistribuição,cexatcentro-distribuído,nuamcentro-aguardandoanálisedoprocesso,nuamcentro-redirecionado,nuamcentro-processoanalisado,nuamcentro-arquivado",122
487137/2021,cexatáguafria-protocolizado,0 days 00:00:00,2021-01-14 17:29:59.023,0.0,103.6401,-0.0,1,cexatáguafria-protocolizado,92
